City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,boguchany,58.3814,97.4531,-6.19,97,97,1.79,RU,1701549882
287,selkirk,50.1436,-96.8845,2.04,61,99,3.58,CA,1701549882
288,greenville,35.6127,-77.3663,21.18,92,40,2.57,US,1701549741
289,northam,51.0333,-4.2167,5.22,83,100,6.29,GB,1701549883
290,spas-demensk,54.4122,34.0226,-8.87,98,100,1.65,RU,1701549883
291,kisanga,-7.4362,37.7034,24.55,91,100,1.05,TZ,1701549883
292,la tuque,47.4334,-72.7824,-2.86,63,91,4.12,CA,1701549744
293,al kawa,13.7463,32.4996,28.53,26,37,5.4,SD,1701549883
294,maragogi,-9.0122,-35.2225,25.99,78,88,6.08,BR,1701549883
295,porto novo,6.4965,2.6036,28.9,85,100,3.37,BJ,1701549600
296,chibougamau,49.9168,-74.3659,-10.21,92,100,1.54,CA,1701549800
297,huamachuco,-7.8,-78.0667,16.55,62,93,1.5,PE,1701549884
298,rice lake,45.5061,-91.7382,3.82,58,40,4.12,US,1701549884
299,san pedro pochutla,15.7333,-96.4667,33.84,52,27,3.29,MX,1701549884
300,dzhetygara,52.1908,61.2006,-1.18,74,93,11.39,KZ,1701549884
301,sarupathar,26.1984,93.8094,16.99,86,100,0.45,IN,1701549884
302,ust'-kulom,61.6864,53.6902,-13.42,98,98,1.27,RU,1701549884
303,kovalam,8.3667,76.9967,27.05,89,40,2.06,IN,1701549885
304,naze,28.3667,129.4833,14.51,67,92,4.81,JP,1701549885
305,glace bay,46.1969,-59.957,6.25,97,100,1.54,CA,1701549885
306,hithadhoo,-0.6,73.0833,27.83,74,100,4.61,MV,1701549885
307,pisco,-13.7,-76.2167,23.03,68,0,10.29,PE,1701549885
308,plettenberg bay,-34.0527,23.3716,16.55,90,22,1.21,ZA,1701549885
309,tromso,69.6496,18.957,-5.99,79,40,2.06,NO,1701549886
310,dayr al balah,31.4166,34.3452,20.33,72,0,3.52,PS,1701549886
311,na wa,17.4897,104.1006,19.62,83,85,2.45,TH,1701549886
312,kapuskasing,49.4169,-82.4331,-0.95,59,20,3.09,CA,1701549743
313,defuniak springs,30.721,-86.1152,21.1,100,100,3.6,US,1701549886
314,utrik,11.2278,169.8474,27.17,77,66,8.72,MH,1701549886
315,harstad,68.799,16.5293,-2.69,89,64,1.28,NO,1701549886
316,terrace,54.5163,-128.6035,1.23,93,100,4.63,CA,1701549886
317,senekal,-28.3197,27.6208,21.91,26,4,1.41,ZA,1701549887
318,ketchikan,55.3422,-131.6461,5.19,93,100,2.06,US,1701549887
319,ashgabat,37.95,58.3833,6.92,87,47,2.06,TM,1701549719
320,wynyard,-41.0,145.7167,14.8,87,100,2.62,AU,1701549887
321,carnarvon,-24.8667,113.6333,21.98,77,0,8.11,AU,1701549887
322,viljoenskroon,-27.2084,26.9485,23.47,23,6,2.59,ZA,1701549887
323,villa de cos,23.2833,-102.35,20.54,27,100,5.99,MX,1701549887
324,santa cruz verapaz,15.3667,-90.4333,25.42,69,20,2.06,GT,1701549888
325,kalevala,65.2,31.1667,-8.84,94,100,4.02,RU,1701549888
326,kailua-kona,19.6406,-155.9956,29.04,81,40,2.06,US,1701549888
327,curvelo,-18.7564,-44.4308,26.46,63,69,2.05,BR,1701549888
328,ust-tsilma,65.441,52.1498,-10.92,98,100,1.09,RU,1701549888
329,holualoa,19.6228,-155.9522,26.97,81,40,2.06,US,1701549888
330,formosa do rio preto,-11.0483,-45.1931,33.36,24,87,2.3,BR,1701549889
331,charters towers,-20.1,146.2667,25.9,75,48,2.99,AU,1701549889
332,emboscada,-25.15,-57.35,33.77,53,63,1.65,PY,1701549889
333,san-pedro,4.7485,-6.6363,25.72,89,51,2.2,CI,1701549889
334,mezhova,48.2532,36.7347,7.98,97,100,3.4,UA,1701549889
335,hasaki,35.7333,140.8333,2.22,55,100,2.16,JP,1701549889
336,ratnagiri,16.9833,73.3,24.66,73,6,1.63,IN,1701549889
337,westport,41.1415,-73.3579,14.04,86,0,3.6,US,1701549890
338,karratha,-20.7377,116.8463,24.8,79,0,5.26,AU,1701549890
339,severo-yeniseyskiy,60.3725,93.0408,-10.79,93,100,3.58,RU,1701549890
340,salaga,8.5508,-0.5188,30.21,44,91,1.47,GH,1701549890
341,roja,57.5,22.8167,-3.69,94,100,2.47,LV,1701549890
342,naqadeh,36.9553,45.388,6.81,44,90,0.88,IR,1701549890
343,constantia,44.1833,28.65,12.61,82,100,5.15,RO,1701549846
344,saint-louis du nord,19.9333,-72.7167,28.47,69,86,7.34,HT,1701549891
345,arraias,-12.9288,-46.9437,28.25,46,95,1.37,BR,1701549891
346,bankim,6.083,11.4905,22.92,75,100,0.91,CM,1701549891
347,island harbour,50.724,-1.2758,7.74,94,28,0.89,GB,1701549891
348,acapulco de juarez,16.8634,-99.8901,30.9,58,40,3.09,MX,1701549818
349,san patricio,28.017,-97.5169,23.28,55,100,6.85,US,1701549891
350,dhidhdhoo,6.8833,73.1,28.1,76,79,3.04,MV,1701549891
351,vilyuchinsk,52.9306,158.4028,-7.26,84,100,3.53,RU,1701549892
352,pedernales,18.0384,-71.744,28.82,61,91,0.87,DO,1701549892
353,hadibu,12.65,54.0333,25.38,76,88,6.54,YE,1701549892
354,cafayate,-26.073,-65.9761,26.67,62,40,4.1,AR,1701549892
355,usakos,-22.0,15.6,25.25,46,98,0.39,NA,1701549892
356,port douglas,-16.4833,145.4667,26.36,78,85,0.84,AU,1701549892
357,tazacorte,28.629,-17.9293,20.64,88,100,3.6,ES,1701549892
358,itaguai,-22.8522,-43.7753,28.94,74,0,4.63,BR,1701549892
359,sinjai,-5.1241,120.253,25.1,83,100,1.46,ID,1701549893
360,saudarkrokur,65.7461,-19.6394,-4.85,77,64,2.11,IS,1701549893
361,cooper's town,26.8667,-77.5167,25.45,86,82,5.76,BS,1701549893
362,baotou,40.6522,109.8222,-4.42,34,5,1.62,CN,1701549893
363,port saint john's,-31.6229,29.5448,20.7,90,100,2.08,ZA,1701549893
364,lanzhou,36.0564,103.7922,2.52,35,1,0.19,CN,1701549893
365,helena valley west central,46.6629,-112.0604,5.49,46,40,5.36,US,1701549894
366,belen,36.4891,36.2233,7.44,86,0,2.57,TR,1701549894
367,bisbee,31.4482,-109.9284,11.63,40,40,2.72,US,1701549894
368,as sulayyil,20.4607,45.5779,19.14,34,3,3.75,SA,1701549894
369,sumbawa besar,-8.5,117.4333,23.85,93,100,1.82,ID,1701549894
370,gowurdak,37.8124,66.0466,11.66,54,6,0.92,TM,1701549894
371,carutapera,-1.195,-46.02,27.76,76,7,4.11,BR,1701549894
372,paita,-5.0892,-81.1144,23.06,74,40,8.19,PE,1701549895
373,silale,55.4906,22.1814,-5.18,96,100,2.17,LT,1701549895
374,padre las casas,18.7317,-70.9392,25.36,69,89,1.6,DO,1701549895
375,soure,-0.7167,-48.5233,27.65,73,15,4.49,BR,1701549744
376,sturgis,41.7992,-85.4192,5.6,95,100,1.54,US,1701549786
377,puerto rico,-26.796,-55.024,24.44,97,95,3.6,AR,1701549895
378,romans-sur-isere,45.0464,5.0562,1.02,84,69,5.82,FR,1701549895
379,rawson,-43.3002,-65.1023,19.16,11,0,13.38,AR,1701549896
380,nandyal,15.4833,78.4833,22.34,83,83,1.73,IN,1701549896
381,narrabri,-30.3167,149.7833,23.62,67,38,3.06,AU,1701549896
382,ituverava,-20.3394,-47.7806,28.93,52,59,1.24,BR,1701549896
383,kourou,5.1552,-52.6478,29.03,72,69,3.44,GF,1701549896
384,tanaina,61.6269,-149.4281,-1.23,62,100,1.34,US,1701549896
385,puerto armuelles,8.2833,-82.8667,31.99,68,55,1.34,PA,1701549896
386,akureyri,65.6835,-18.0878,-3.04,86,75,1.03,IS,1701549897
387,vieste,41.8825,16.175,14.75,57,64,8.74,IT,1701549897
388,klaksvik,62.2266,-6.589,1.51,71,100,4.7,FO,1701549897
389,inirida,3.8653,-67.9239,29.46,67,98,1.1,CO,1701549897
390,frostburg,39.6581,-78.9284,14.6,84,40,0.0,US,1701549897
391,kiunga,-6.1219,141.2906,23.21,100,100,0.6,PG,1701549897
392,hermanus,-34.4187,19.2345,17.37,70,98,2.6,ZA,1701549897
393,scottburgh,-30.2867,30.7532,20.49,89,65,4.15,ZA,1701549898
394,kapa'a,22.0752,-159.319,26.99,81,0,2.06,US,1701549898
395,dalhart,36.0595,-102.5133,12.44,17,100,8.23,US,1701549665
396,mae hong son,19.3003,97.9685,20.7,95,65,0.8,TH,1701549898
397,fada,9.5667,8.3,22.51,37,71,1.18,NG,1701549898
398,lata,40.1629,-8.3327,7.26,87,0,0.79,PT,1701549898
399,vanersborg,58.3807,12.3234,-6.03,93,100,2.06,SE,1701549898
400,cradock,-32.1642,25.6192,19.85,63,94,1.42,ZA,1701549899
401,mohr,54.3528,9.7167,-4.92,96,95,2.57,DE,1701549899
402,puerto carreno,6.189,-67.4859,33.99,49,20,4.12,CO,1701549899
403,tafi viejo,-26.732,-65.2592,25.91,65,100,3.09,AR,1701549899
404,kerema,-7.9631,145.7785,25.21,84,100,2.0,PG,1701549899
405,ulsteinvik,62.3432,5.8487,0.97,75,100,2.24,NO,1701549899
406,sirvintos,55.05,24.95,-3.58,95,100,3.24,LT,1701549900
407,dolores,-36.3132,-57.6792,27.46,65,0,1.81,AR,1701549900
408,rabigh,22.7986,39.0349,27.17,66,0,2.92,SA,1701549900
409,kayangel,8.0823,134.7173,28.56,77,40,7.4,PW,1701549900
410,constitucion,-35.3333,-72.4167,16.9,50,0,9.81,CL,1701549657
411,gua musang,4.8823,101.9644,23.0,99,100,0.59,MY,1701549900
412,quellon,-43.1167,-73.6167,11.28,56,73,5.1,CL,1701549901
413,martinsburg,39.4562,-77.9639,17.13,77,0,0.0,US,1701549901
414,moroni,-11.7022,43.2551,26.25,78,100,0.38,KM,1701549901
415,zhalantun,48.0,122.7167,-16.63,90,11,1.74,CN,1701549901
416,pacasmayo,-7.4006,-79.5714,22.71,73,54,7.53,PE,1701549901
417,coronel suarez,-37.4547,-61.9334,21.57,24,100,6.9,AR,1701549901
418,arkhangel'sk,64.5401,40.5433,-12.94,92,100,1.0,RU,1701549902
419,tokar,18.4254,37.729,27.49,67,21,5.6,SD,1701549902
420,tual,-5.6667,132.75,28.66,75,88,3.5,ID,1701549903
421,touros,-5.1989,-35.4608,26.29,75,44,5.4,BR,1701549903
422,merizo village,13.2658,144.6691,26.31,94,29,9.32,GU,1701549903
423,yanykurgan,43.915,67.2481,6.2,69,72,5.07,KZ,1701549903
424,acarau,-2.8856,-40.12,27.27,70,27,6.57,BR,1701549904
425,luderitz,-26.6481,15.1594,18.46,71,9,8.66,NA,1701549904
426,alo,7.4178,6.7371,28.54,48,43,1.01,NG,1701549904
427,zhob,31.3411,69.4481,8.97,50,11,0.43,PK,1701549905
428,upington,-28.4478,21.2561,26.21,47,99,4.12,ZA,1701549905
429,aykhal,66.0,111.5,-36.11,100,99,2.03,RU,1701549607
430,bonanza,14.0289,-84.591,28.38,66,75,1.41,NI,1701549905
431,riachao,-7.3619,-46.6172,29.71,49,51,0.43,BR,1701549906
432,barra de santo antonio,-9.4047,-35.5072,27.6,79,79,6.25,BR,1701549906
433,san stino di livenza,45.735,12.6808,8.56,84,100,2.32,IT,1701549906
434,siwa oasis,29.2041,25.5195,16.76,58,54,2.03,EG,1701549906
435,palikir - national government center,6.9248,158.1611,24.41,100,100,1.54,FM,1701549906
436,lypova dolyna,50.5643,33.7979,0.08,94,100,6.32,UA,1701549907
437,copiapo,-27.3667,-70.3333,16.83,29,0,3.78,CL,1701549888
438,radovis,41.6383,22.4647,10.86,83,30,3.69,MK,1701549907
439,kone,-21.0595,164.8658,28.39,59,5,0.53,NC,1701549907
440,ta'izz,13.5,44.0,17.26,72,25,3.61,YE,1701549908
441,sao tome,0.3365,6.7273,26.5,78,100,1.0,ST,1701549908
442,nguigmi,14.2495,13.1092,25.1,19,65,4.54,NE,1701549908
443,magistral'nyy,56.1725,107.4458,-7.57,96,100,1.7,RU,1701549908
444,mahina,-17.5065,-149.489,30.87,66,75,4.63,PF,1701549908
445,pangody,65.85,74.4859,-27.54,92,7,4.75,RU,1701549908
446,severodvinsk,64.5635,39.8302,-12.94,99,89,1.37,RU,1701549909
447,santa cruz,-17.8,-63.1667,34.03,49,40,10.29,BO,1701549614
448,dzhalagash,45.0833,64.6667,5.95,55,95,4.55,KZ,1701549909
449,harsin,34.2721,47.5861,1.45,33,0,0.34,IR,1701549909
450,nova vicosa,-17.8919,-39.3719,26.2,75,2,7.11,BR,1701549909
451,freetown,8.484,-13.2299,27.84,78,40,4.63,SL,1701549909
452,williams lake,52.1415,-122.1445,2.81,78,75,1.54,CA,1701549910
453,mata-utu,-13.2816,-176.1745,28.29,74,91,5.17,WF,1701549910
454,kargasok,59.0556,80.8572,-12.8,97,100,2.68,RU,1701549911
455,baneh,35.9975,45.8853,5.37,39,4,0.81,IR,1701549911
456,necochea,-38.5473,-58.7368,15.23,62,48,10.16,AR,1701549911
457,belmonte,-15.8631,-38.8828,26.25,72,2,5.0,BR,1701549911
458,ujae,8.9322,165.7642,27.9,76,97,9.29,MH,1701549911
459,kuta,-8.7233,115.1723,25.97,88,40,1.54,ID,1701549912
460,tidjikja,18.5564,-11.4271,26.17,22,94,4.79,MR,1701549912
461,coahuayana de hidalgo,18.7,-103.6583,30.49,51,99,2.25,MX,1701549912
462,balqash,46.8481,74.995,3.6,84,85,4.09,KZ,1701549660
463,angra do heroismo,38.65,-27.2167,14.51,78,75,6.79,PT,1701549912
464,isla mujeres,21.2311,-86.731,30.09,76,83,5.62,MX,1701549913
465,gadzhiyevo,69.2551,33.3362,-0.02,95,100,5.82,RU,1701549913
466,salekhard,66.53,66.6019,-17.58,94,100,6.58,RU,1701549913
467,shixing,24.9482,114.0657,10.64,77,97,1.57,CN,1701549913
468,roxas,11.5853,122.7511,25.64,88,62,5.44,PH,1701549913
469,xianju,28.85,120.7333,8.6,59,100,0.67,CN,1701549914
470,walvis bay,-22.9575,14.5053,17.83,84,40,3.93,NA,1701549914
471,itacoatiara,-3.1431,-58.4442,30.47,58,100,0.94,BR,1701549914
472,oum hadjer,13.2954,19.6966,26.7,13,31,4.53,TD,1701549914
473,forquilhinha,-28.7475,-49.4722,24.66,98,55,2.15,BR,1701549645
474,gorontalo,0.5412,123.0595,23.97,94,83,1.48,ID,1701549901
475,dwarka,22.2394,68.9678,24.59,60,0,8.02,IN,1701549915
476,griffith,41.5284,-87.4237,6.3,85,100,2.57,US,1701549915
477,kudahuvadhoo,2.6708,72.8944,27.92,78,99,5.85,MV,1701549915
478,queenstown,-31.8976,26.8753,17.32,80,80,0.85,ZA,1701549915
479,mora,11.0461,14.1401,25.17,18,92,2.1,CM,1701549915
480,paradip garh,20.3167,86.6167,24.21,67,100,3.59,IN,1701549916
481,baikunthpur,23.25,82.55,17.9,80,94,1.55,IN,1701549916
482,laem sing,12.4816,102.0738,25.89,81,99,4.33,TH,1701549916
483,port shepstone,-30.7414,30.455,21.08,86,100,3.09,ZA,1701549916
484,jinxiang,27.4327,120.6062,12.14,57,99,3.46,CN,1701549916
485,arauco,-37.2463,-73.3175,15.87,42,0,7.63,CL,1701549916
486,seagoville,32.6396,-96.5383,20.19,51,0,3.6,US,1701549917
487,kidal,18.4411,1.4078,26.71,15,22,4.51,ML,1701549917
488,svetlyy,54.675,20.1347,-2.97,94,100,1.71,RU,1701549917
489,grand falls-windsor,48.9332,-55.6649,1.39,89,100,0.86,CA,1701549917
490,trapani,37.8333,12.6667,15.05,72,20,4.12,IT,1701549917
491,zavetnoye,47.1194,43.8903,10.19,87,93,2.13,RU,1701549918
492,baise city,23.8997,106.6133,16.3,99,100,0.37,CN,1701549918
493,mount gambier,-37.8333,140.7667,12.93,81,14,1.65,AU,1701549918
494,oriximina,-1.7656,-55.8661,32.27,49,77,1.55,BR,1701549918
495,qamdo,31.1667,97.2333,-6.11,57,52,2.01,CN,1701549919
496,santa ana,33.7456,-117.8678,21.64,56,20,4.12,US,1701549919
497,ishikawa,26.4233,127.8214,18.18,65,75,3.09,JP,1701549919
498,morehead,37.2711,-87.1764,12.77,86,100,3.09,US,1701549919
499,ondjiva,-17.0667,15.7333,22.02,88,0,1.54,AO,1701549919
500,mersch,49.7489,6.1061,-2.04,79,75,2.57,LU,1701549920
501,mossel bay,-34.1831,22.146,18.96,80,100,3.58,ZA,1701549920
502,la foa,-21.7108,165.8276,27.02,62,13,0.28,NC,1701549920
503,al bardiyah,31.7561,25.0865,18.03,52,100,3.41,LY,1701549921
504,suva,-18.1416,178.4415,28.71,79,40,1.54,FJ,1701549921
505,fort mcmurray,56.7268,-111.381,-6.23,79,0,1.54,CA,1701549921
506,gaspe,48.8334,-64.4819,-0.05,64,75,2.57,CA,1701549921
507,sao raimundo nonato,-9.0153,-42.6994,32.66,27,83,0.6,BR,1701549921
508,soio,-6.1349,12.3689,26.54,77,12,2.35,AO,1701549921
509,notodden,59.5594,9.2585,-8.89,89,96,0.98,NO,1701549922
510,plottier,-38.9667,-68.2333,18.95,14,0,7.2,AR,1701549922
511,vozhega,60.4725,40.2213,-16.01,100,90,1.04,RU,1701549922
512,puntarenas,9.9763,-84.8384,30.74,59,7,2.32,CR,1701549922
513,kamaishi,39.2667,141.8833,2.95,80,39,2.13,JP,1701549922
514,brookings,44.3114,-96.7984,4.5,58,0,5.66,US,1701549657
515,tuba city,36.135,-111.2399,6.65,34,7,1.54,US,1701549923
516,broome,42.2506,-75.833,12.21,90,100,2.06,US,1701549923
517,zolochiv,49.806,24.8944,3.68,100,100,2.84,UA,1701549923
518,takoradi,4.8845,-1.7554,26.63,84,86,2.02,GH,1701549923
519,nyurba,63.2842,118.3319,-43.79,100,87,0.77,RU,1701549923
520,port blair,11.6667,92.75,26.02,94,40,0.51,IN,1701549924
521,tralee,52.2704,-9.7026,2.14,100,20,2.57,IE,1701549924
522,demir hisar,41.2217,21.2031,15.36,76,82,2.45,MK,1701549924
523,grand baie,-20.0182,57.5802,24.14,95,100,0.45,MU,1701549924
524,malango,-2.9627,119.9001,19.17,96,81,0.97,ID,1701549924
525,sao paulo de olivenca,-3.3783,-68.8725,26.85,94,91,1.09,BR,1701549925
526,manicore,-5.8092,-61.3003,31.85,53,51,2.43,BR,1701549925
527,kitimat,54.0524,-128.6534,1.49,65,100,0.71,CA,1701549925
528,paratinga,-12.6906,-43.1842,31.04,34,100,2.52,BR,1701549925
529,santa maria da vitoria,-13.3947,-44.1886,30.96,32,99,1.29,BR,1701549925
530,baran,25.1,76.5167,21.62,64,99,3.4,IN,1701549925
531,mil'kovo,55.6078,37.7956,-3.66,98,97,1.54,RU,1701549926
532,presidente olegario,-18.4178,-46.4181,23.66,72,75,4.02,BR,1701549926
533,bathsheba,13.2167,-59.5167,28.34,74,40,7.72,BB,1701549926
534,gumdag,39.2061,54.5906,12.51,57,100,4.9,TM,1701549926
535,colesberg,-30.72,25.0972,20.9,46,100,1.97,ZA,1701549926
536,khash,28.2211,61.2158,12.81,48,0,1.44,IR,1701549926
537,okhotsk,59.3833,143.3,-33.05,87,65,5.19,RU,1701549927
538,balikpapan,-1.2675,116.8289,23.59,93,82,1.36,ID,1701549927
539,cuyo,10.8525,121.0086,27.69,82,69,10.88,PH,1701549927
540,betio village,1.358,172.9211,26.02,85,100,6.42,KI,1701549927
541,crucecita,-28.95,-58.9833,27.06,79,62,4.59,AR,1701549927
542,kapenguria,1.2511,35.0895,17.31,66,96,0.4,KE,1701549928
543,mawu,29.5923,107.3139,8.87,84,100,0.21,CN,1701549928
544,penzance,50.1186,-5.5371,9.38,73,100,6.76,GB,1701549928
545,iowa park,33.9515,-98.6687,20.62,32,0,7.72,US,1701549929
546,porto seguro,-16.4497,-39.0647,27.29,78,20,7.2,BR,1701549929
547,tongshan,34.1805,117.1571,2.79,39,21,1.86,CN,1701549929
548,galich,58.3797,42.3475,-11.71,100,84,1.07,RU,1701549929
549,turpan,42.9333,89.1667,1.19,45,11,0.96,CN,1701549929
550,atafu village,-8.5421,-172.5159,27.22,69,100,2.21,TK,1701549929
551,salug,8.1147,122.7833,25.7,90,85,3.44,PH,1701549929
552,shimoda,34.6667,138.95,8.74,74,2,5.25,JP,1701549930
553,lerwick,60.1545,-1.1494,3.0,69,99,3.95,GB,1701549930
554,isiklar,36.9942,40.1264,11.8,60,9,2.4,TR,1701549930
555,vanimo,-2.6741,141.3028,25.44,87,100,1.46,PG,1701549930
556,taroa,8.7058,171.2275,27.78,76,26,8.48,MH,1701549931
557,sidareja,-7.4846,108.7923,24.52,90,100,0.61,ID,1701549931
558,vila franca do campo,37.7167,-25.4333,14.23,92,100,8.75,PT,1701549931
559,paithan,19.4833,75.3833,21.15,79,50,3.32,IN,1701549931
560,twon-brass,4.3151,6.2418,27.2,80,63,4.18,NG,1701549931
561,petropavlovsk-kamchatsky,53.0452,158.6483,-8.08,81,20,7.6,RU,1701549931
562,nikolayevsk-on-amure,53.1406,140.73,-18.79,97,59,1.46,RU,1701549932
563,brezina,33.0989,1.2608,9.44,67,23,5.94,DZ,1701549932
564,fisterra,42.9049,-9.2629,7.79,74,62,5.45,ES,1701549932
565,dryden,49.7833,-92.7503,-1.84,64,20,3.6,CA,1701549932
566,maceio,-9.6658,-35.7353,27.69,78,40,6.69,BR,1701549762
567,cascais,38.6979,-9.4215,12.51,80,10,2.68,PT,1701549933
568,monte siao,-22.4325,-46.5725,26.96,58,21,0.52,BR,1701549933
569,andergrove,-21.0833,149.1833,25.91,83,91,3.2,AU,1701549933
570,nevel'sk,46.6733,141.8633,-2.62,65,99,6.73,RU,1701549934
